CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0568-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,['225339370'],CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA PATRICIA RAMOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0571-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,['225312160'],MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0573-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,['225312160'],CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0582-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO TCNICO INTEGRAL SANTA TERESA DE JESS,12 CALLE 10-37,['222014540'],NORMA ARACELY PALOMO FRANCO DE DIAZ,RITA CAROLINA TEJEDA MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0584-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO INTERNACIONAL CAMBRIDGE CIS,3A. AVENIDA A 3-28,['575294600'],CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0585-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO INTERNACIONAL CAMBRIDGE CIS,3A. AVENIDA A 3-38,['575294600'],CARLOS HUMBERTO GONZALEZ DE LEON,MARIA CRISTINA GEREDA AREVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0587-46,01-307,CIUDAD CAPITAL,ZONA ,CENTRO EDUCATIVO MONTENEVADO,3A. AVE. 10-29,['225370970'],NORMA ARACELY PALOMO FRANCO DE DIAZ,SILVIA MARLENI ALVARADO GUARDADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0588-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO INDO LATINO,4A. AVENIDA 13-35,['223803380'],CARLOS HUMBERTO GONZALEZ DE LEON,SONIA ESTELA RAMIREZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0594-46,01-403,CIUDAD CAPITAL,ZONA ,ESCUELA NORMAL PARA MAESTROS DE EDUCACIN MUSICAL JESS MARA ALVARADO,10 AVENIDA 2-24,['585719560'],CARLOS HUMBERTO GONZALEZ DE LEON,HERBERT GUSTAVO LOPEZ JOCOL,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO,GUATEMALA
00-01-0595-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 2,2A. CALLE 7-11,['222056870'],MARIANO DOMINGO ESTRADA TELETOR,MARIA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0596-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,['225187740'],MARIANO DOMINGO ESTRADA TELETOR,ROSA ANGELICA SIGUENZA CORADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0600-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TCNICO COMERCIAL,4TA. AVENIDA 5-26,['223291180'],CARLOS HUMBERTO GONZALEZ DE LEON,VICTOR HUGO OROZCO RUIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0605-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO TCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,['361178810'],AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0608-46,01-110,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO DE COMPUTACIN ITC,2A. CALLE 11-65,['222000600'],ZUHILEM YESENIA ESTRADA ORTIZ,DULCE MARIA CHINCHILLA GODOY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0619-46,01-301,CIUDAD CAPITAL,ZONA ,INSTITUTO NACIONAL CENTRAL,9A. AVENIDA 9-27,['223282850'],LUCRECIA MARISOL CERMENO GONZALEZ,CARLOS ALFREDO VALDEZ PAZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0623-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO LOYOLA,12 AVE. 4-30,['220448000'],LESLIE AZUCENA MONZON TECUN,CARMEN ROSA PINEDA CORONADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0627-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO DE EDUCACIN BSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ DOCTOR JUAN JOS ARVALO BERMEJO,8A. AVENIDA 9-60,['225368940'],CARLOS HUMBERTO GONZALEZ DE LEON,EDNA MARIETA DE LA CRUZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA
00-01-0628-46,01-110,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO DE COMPUTACION ITC,2A. CALLE 11-65,['222000600'],ZUHILEM YESENIA ESTRADA ORTIZ,DULCE MARIA CHINCHILLA GODOY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0631-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO FRANCS,5A. AVENIDA 9-80,['225167280'],AMADO SALOMON FLORES PEREZ,ANA MARIA ESTRADA RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0638-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,JOSE RODERICO TELLO TELLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA
00-01-0639-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNOLGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,['223270220'],CARLOS HUMBERTO GONZALEZ DE LEON,ELFIR DARIO MAYEN LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0641-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO TECNOLGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,['223270220'],NORMA ARACELY PALOMO FRANCO DE DIAZ,ELFIR DARIO MAYEN LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0644-46,01-627,CIUDAD CAPITAL,ZONA ,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,['230835140'],ISAURA AMPARO RECINOS CARRILLO,ORALIA ABIGAIL BARRIOS TOVAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0646-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO TECNOLGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,['223270220'],NORMA ARACELY PALOMO FRANCO DE DIAZ,ELFIR DARIO MAYEN LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0647-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TECNOLGICO CENTRO CULTURAL DE LAS AMRICAS NO 1,11 CALLE 3-59,['222143430'],CARLOS HUMBERTO GONZALEZ DE LEON,LILIAN MARISOL GARCIA LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0652-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO PROGRESISTA,2A. AVENIDA 3-59,['225127590'],AMADO SALOMON FLORES PEREZ,IRMA AMPARO TOLEDO HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0656-46,01-106,CIUDAD CAPITAL,ZONA ,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,['22320680'],CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0658-46,01-618,CIUDAD CAPITAL,ZONA ,CENTRO DE EDUCACIN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,['223819700'],ROSA GEORGINA RIOS CASTILLO,DEYSI MABELI ALARCON PAREDES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0659-46,01-618,CIUDAD CAPITAL,ZONA ,CENTRO DE EDUCACIN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,['223819700'],ROSA GEORGINA RIOS CASTILLO,DEYSI MABELI ALARCON PAREDES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0664-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 4,10A. AVENIDA 11-27,['222044470'],MARIANO DOMINGO ESTRADA TELETOR,LESLY LORENA SOLARES ANZUETO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0670-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO CATOLICO MIXTO EUGENIO PACELLI,13 CALLE 0-61,['223827550'],LESLIE AZUCENA MONZON TECUN,WILFREDO CARACUN TOBAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0671-46,01-317,CIUDAD CAPITAL,ZONA ,ESCUELA NORMAL PARA MAESTROS DE EDUCACIN MUSICAL JESUS MARA ALVARADO,2A. CALLE 4-04,['225166510'],MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCION LOPEZ MUNOZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0672-46,01-316,CIUDAD CAPITAL,ZONA ,COLEGIO TECNOLGICO CENTRO CULTURAL DE LAS AMRICAS,8 CALLE 0-30,['223218940'],CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0673-46,01-307,CIUDAD CAPITAL,ZONA ,COLEGIO CATLICO SAN LUCAS,14 CALLE 6-82,['223812360'],NORMA ARACELY PALOMO FRANCO DE DIAZ,BRENDA ROCSANA CRUZ NAJERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0674-46,01-307,CIUDAD CAPITAL,ZONA ,COLEGIO CATLICO SAN LUCAS,14 CALLE 6-82,['223812360'],NORMA ARACELY PALOMO FRANCO DE DIAZ,BRENDA ROCSANA CRUZ NAJERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0677-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO CATLICO SAN LUCAS,14 CALLE 6-82,['223812360'],CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0683-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,['223801000'],NORMA ARACELY PALOMO FRANCO DE DIAZ,ERIKA ANABELLA MANSILLA MEJIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0685-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO CATLICO SAN LUCAS,14 CALLE 6-82,['223812360'],CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0688-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59 ZONA 1,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,ANA ISABEL TELLO SAENZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0692-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO DE COMPUTACIN SIGLO 21 NO 3,13 CALLE 9-60,['229591720'],MARIANO DOMINGO ESTRADA TELETOR,JORGE ROLANDO MORALES PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0693-46,01-307,CIUDAD CAPITAL,ZONA ,ESCUELA MUNICIPAL DE MSICA,8AV. AVENIDA 12-10 ZONA 1 ANTIGUO CLUB AMERICANO,['424514890'],NORMA ARACELY PALOMO FRANCO DE DIAZ,ERWIN EDUARDO DUARTE ALEMAN,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0694-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,['225312160'],MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0696-46,01-618,CIUDAD CAPITAL,ZONA ,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,16 CALLE 03-71,['549333990'],ROSA GEORGINA RIOS CASTILLO,KARLO FERNANDO CASTILLO PEREZ,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0701-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO TCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,['361178810'],AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0702-46,01-112,CIUDAD CAPITAL,ZONA ,COLEGIO HISPANO AMERICANO,9 CALLE 7-06,['220674250'],SANDRA CAROLINA PEREZ DONDIEGO DE CHOC,----,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0706-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO COMERCIAL GUATEMALTECO,10A. CALLE 11-44,['225348240'],LESLIE AZUCENA MONZON TECUN,CHARLOTTE ANN AFRE PYATT,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0708-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,['361178810'],MARIANO DOMINGO ESTRADA TELETOR,GLADYS GABRIELA MEJIA LUCAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0709-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,['361178810'],MARIANO DOMINGO ESTRADA TELETOR,GLADYS GABRIELA MEJIA LUCAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0710-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,['361178810'],CARLOS HUMBERTO GONZALEZ DE LEON,GLADYS GABRIELA MEJIA LUCAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0719-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO CRISTIANO GUATEMALTECO,13 CALLE 2-30,['22232280'],LESLIE AZUCENA MONZON TECUN,ANDREA CAROLINA VILLAGRAN FUNES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA
00-01-0724-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,ANA ISABEL TELLO SAENZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA
00-01-0727-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO INDUSTRIAL LUIS CARDOZA Y ARAGN,5TA. CALLE 1-36,['230740800'],CARLOS HUMBERTO GONZALEZ DE LEON,AURA ELICIA CARTAGENA MONROY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0728-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,['476287770'],CARLOS HUMBERTO GONZALEZ DE LEON,GLADYS GABRIELA MEJIA LUCAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0730-46,01-106,CIUDAD CAPITAL,ZONA ,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,['223200680'],CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0732-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO JHULES,12 A. AVENIDA 15-19,['447345160'],CARLOS HUMBERTO GONZALEZ DE LEON,AMARILIS JACOBED CABRERA GAMARRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0734-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,JOSE RODERICO TELLO TELLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,A DISTANCIA,GUATEMALA
00-01-0736-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO DE INNOVACIN TECNOLGICA EDUCATIVA CITE,13 CALLE 3-23,['225102480'],CARLOS HUMBERTO GONZALEZ DE LEON,MYRNA GUDELIA BANTES GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0738-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO PROFESIONAL EN COMPUTACIN Y CIENCIAS COMERCIALES,2A. AVENIDA 10-69,['223200920'],CARLOS HUMBERTO GONZALEZ DE LEON,ROBIN ALEXANDER MONTALVO HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0739-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO REGIOMONTANO,9A. CALLE 2-64,['222026700'],CARLOS HUMBERTO GONZALEZ DE LEON,NERY EDUARDO MALDONADO RUIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0742-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO MIXTO NOCTURNO DE EDUCACIN DIVERSIFICADA POR MADUREZ PEDRO ARRIAZA MATA,10 AVENIDA 12-01,['223832390'],CARLOS HUMBERTO GONZALEZ DE LEON,BRUNO LUIS VIAU GARCIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,GUATEMALA
00-01-0744-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO DE FORMACIN PROFESIONAL EN COMPUTACIN,15 AVENIDA 2-63,['225010160'],CARLOS HUMBERTO GONZALEZ DE LEON,OTTO EDGAR SALGUERO PALMA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0745-46,01-627,CIUDAD CAPITAL,ZONA ,INSTITUTO PARTICULAR MIXTO JOS MARTI,8A. CALLE 12-41,['225390530'],ISAURA AMPARO RECINOS CARRILLO,REGINA CORALIA GARCIA CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0747-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,['223226480'],CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0750-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO EN COMPUTACIN IMANOL,3RA. AVENIDA 3-33,['222010300'],CARLOS HUMBERTO GONZALEZ DE LEON,SONIA HAYDEE REYES MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0752-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TECNOLGICO CENTRO CULTURAL DE LAS AMERICAS,"8A. CALLE 00-30 , INTERIOR 9A.Y 8A. CALLE 00-20",['223218940'],CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0756-46,01-403,CIUDAD CAPITAL,ZONA ,CENTRO EDUCATIVO RENUEVO,6A. AVENIDA 2-34,['228869570'],CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL EUNICE ROJAS CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,A DISTANCIA,GUATEMALA
00-01-0759-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO CLSICO EN COMPUTACIN,4TA. CALLE 5-52,['230415150'],CARLOS HUMBERTO GONZALEZ DE LEON,MIGUEL ALFONSO LEMUS ALTAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0761-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO CANADIENSE,11 CALLE 1-53,['237500550'],CARLOS HUMBERTO GONZALEZ DE LEON,ADA LUCRECIA MIJANGOS TEO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0762-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO DIGITALES COMERCIALES II,3A. CALLE 0-14,['559472970'],CARLOS HUMBERTO GONZALEZ DE LEON,EVELYN NOELIA MANZO SALAZAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0764-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TCNICO INTEGRAL SANTA TERESA DE JESS,12 CALLE 10-37,['222014540'],CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0766-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIN,6A. AVENIDA 18-23,['360406010'],CARLOS HUMBERTO GONZALEZ DE LEON,MARCO ANTONIO CASTANEDA FLORES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0772-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNOLGICO MAYA DE GUATEMALA,9 CALLE 3-72,['22323790'],CARLOS HUMBERTO GONZALEZ DE LEON,EDGAR AROLDO ELIAS GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0774-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO JUAN MANTOVANI,12 CALLE 2-45,['223046650'],CARLOS HUMBERTO GONZALEZ DE LEON,INGRID LISSETTE MARTINEZ MALDONADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0776-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO DE COMPUTACIN SIGLO 21,12 AVENIDA 13-67,['250874940'],CARLOS HUMBERTO GONZALEZ DE LEON,JESUS EDUARDO ARGUETA ESCOBEDO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0778-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO PROFESIONAL SANTANDER,2DA. AVENIDA 8-27,['222126880'],CARLOS HUMBERTO GONZALEZ DE LEON,JORGE ABRAHAM CAMEY PRETZANCIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0780-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO DIGITALES COMERCIALES,9A. CALLE 0-44,['223827220'],CARLOS HUMBERTO GONZALEZ DE LEON,ISAAC GOMEZ ESQUIT,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0782-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 2,1A. AVENIDA 7-12,['230987980'],CARLOS HUMBERTO GONZALEZ DE LEON,MARIA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
00-01-0784-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO MIXTO EN COMPUTACIN IXCHEL,5A. AVENIDA 3-79,['231642240'],CARLOS HUMBERTO GONZALEZ DE LEON,HECTOR ARNULFO CASTELLANOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,GUATEMALA
