CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
21-02-0050-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JOSÉ,['59091890'],CARLOS ANTONIO CORDERO TRIGUEROS,BERFILIO OTONIEL PEREZ MENDEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JALAPA
21-02-0079-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA LA SAGRADA FAMILIA,BARRIO SAN PABLO,['42911006'],CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-02-0085-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACIN DE CIENCIAS Y TECNOLOGIA LA SAGRADA FAMILIA,BARRIO SAN PABLO,['42911006'],CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-02-0091-46,21-025,JALAPA,SAN PEDRO PINULA,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX- COOPERATIVA EL RECUERDOT-21,"RUTA NACIONAL NO. 18, KM. 123, ENTRADA AL AGUA TIBIA",['79220836'],ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,ZAIDA VIOLETA MARTINEZ FOLGAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,JALAPA
21-02-0094-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO PRIVADO DE EDUCACIN DE CIENCIAS Y TECNOLOGA LA SAGRADA FAMILIA,BARRIO SAN PABLO,['42911006'],CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUNOZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-02-0099-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO NACIONAL TECNOLGICO,ALDEA EL PINALITO,['58345233'],CARLOS ANTONIO CORDERO TRIGUEROS,BRENDA ELIZABETH SANDOVAL FOLGAR,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JALAPA
21-02-1432-46,21-006,JALAPA,SAN PEDRO PINULA,INSTITUTO POR COOPERATIVA DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,BARRIO SAN JOSE,['52053133'],CARLOS ANTONIO CORDERO TRIGUEROS,FELIPE ABRAHAM GALICIA MARIN,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-03-0010-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,['30441503'],ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-03-0026-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,['45258219'],ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-03-0029-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACION,BARRRIO LOS IZOTES,['43521954'],ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-03-0032-46,21-012,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MUNICIPAL DE EDUCACIN DIVERSIFICADA,ALDEA EL CAMARÓN,['58845324'],NATIVIDAD DE JESUS GREGORIO MARTINEZ,LETICIA ESPERANZA LOPEZ MENDEZ,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-03-0034-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA,BARRIO EL LLANO,['30441503'],ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO DAMIAN MENDEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JALAPA
21-03-0036-46,21-025,JALAPA,SAN LUIS JILOTEPEQUE,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX- FUNDACIN DECA,BARRIO SANTA CRUZ,['55787228'],ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,BAUDINO ADIL CHINCHILLA PALMA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JALAPA
21-03-0040-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,['45258219'],ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-03-0042-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACIN,BARRIO LOS IZOTES,['30441503'],ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-03-0043-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,['45258219'],ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-03-0044-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO PARTICULAR MIXTO LICEO SAN LUIS,BARRIO EL CALVARIO,['45258219'],ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JALAPA
21-03-0046-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,COLEGIO DEL NIVEL MEDIO SUPERACIN,BARRIO LOS IZOTES,['30441503'],ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAEL HUMBERTO JUAREZ LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JALAPA
21-03-1144-46,21-011,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO EL CENTRO,['79237519'],ALBA LUZ CRISTINA AGUSTIN MANUEL,TOMAS RAMIRO LOPEZ MATIAS,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-04-0003-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO ARRIBA,['41223351'],ENA BELIZ ZUNIGA TEO,JULIO ERNESTO CRUZ MORAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-04-1145-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO ARRIBA,['50670921'],ENA BELIZ ZUNIGA TEO,OSCAR MOISES PADILLA ZUNIGA,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-04-1250-46,21-013,JALAPA,SAN MANUEL CHAPARRON,INSTITUTO DIVERSIFICADO POR COOPERATIVA,ALDEA POZA VERDE,['30392097'],ENA BELIZ ZUNIGA TEO,JUAN MISAEL GOMEZ AGUSTIN,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-05-0017-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CAMELIAS,['31254619'],AMARILIS NOHEMI MENDEZ MATEO,MELIDA PATRICIA ESTRADA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-05-0027-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,['57637240'],AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-05-0033-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO MONTEOLIVO,BARRIO ENTRE RIOS,['33401179'],AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-05-0037-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,BARRIO CAMELIAS,['57637240'],AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-05-0049-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO EL PINO,ALDEA PINO ZAPOTÓN,['57519934'],AMARILIS NOHEMI MENDEZ MATEO,MIDIAN IRENE NAJERA GONZALEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-05-0052-46,21-009,JALAPA,SAN CARLOS ALZATATE,COLEGIO PARTICULAR MIXTO MONTEOLIVO,BARRIO ENTRE RÍOS,['40741805'],AMARILIS NOHEMI MENDEZ MATEO,MAYNOR ANTONIO GOMEZ MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-05-0054-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO PRIVADO DE EDUCACIN MIXTA CIENCIA Y TECNOLOGA,BARRIO CAMELIAS,['57637240'],AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-05-1141-46,21-009,JALAPA,SAN CARLOS ALZATATE,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,SAN CARLOS ALZATATE,['57748268'],AMARILIS NOHEMI MENDEZ MATEO,VIVIAN ARELY SANTIAGO Y SANTIAGO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-06-0021-46,21-003,JALAPA,MONJAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO LA REFORMA,['79247161'],IRIS VICTORIA TEO ORELLANA,ELIAZAR ELI ELVIRA LOPEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JALAPA
21-06-0036-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACION,LOTIFICACIÓN EL RECUERDO I,['46002805'],IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NAJERA LOPEZ,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-06-0048-46,21-003,JALAPA,MONJAS,COLEGIO EVANGLICO PARTICULAR MIXTO LA PALABRA,"EL ESPINALAR, CASERÍO LA CEIBITA",['40501176'],IRIS VICTORIA TEO ORELLANA,JOSE DANIEL RECINOS HERNANDEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-06-0052-46,21-003,JALAPA,MONJAS,INSTITUTO TCNICO DE FORMACION INTEGRAL INTECFORI,BARRIO LA REFORMA,['30715383'],IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-06-0054-46,21-003,JALAPA,MONJAS,INSTITUTO MUNICIPAL DE EDUCACIN,LOTIFICACIÓN EL RECUERDO I,['46002805'],IRIS VICTORIA TEO ORELLANA,HUGO FRANCISCO NAJERA LOPEZ,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-06-0239-46,21-003,JALAPA,MONJAS,ESCUELA NORMAL REGIONAL DE ORIENTE LICENCIADO CLEMENTE MARROQUIN ROJAS,KILOMETRO 146.5,['46354246'],IRIS VICTORIA TEO ORELLANA,PEDRO ANTONIO RAMOS RUANO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JALAPA
21-06-0806-46,21-003,JALAPA,MONJAS,COLEGIO PARTICULAR MIXTO LICEO MINERVA,BARRIO LA REFORMA,['42120887'],IRIS VICTORIA TEO ORELLANA,OTONIEL LOPEZ GARNICA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-06-1131-46,21-003,JALAPA,MONJAS,COLEGIO PARTICULAR MIXTO LICEO MONJAS,BARRIO LA REFORMA,['79247374'],IRIS VICTORIA TEO ORELLANA,PATRICIA ELVIRA LOBOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-06-1135-46,21-003,JALAPA,MONJAS,INSTITUTO TCNICO DE FORMACION INTEGRAL INTECFORI,BARRIO LA REFORMA,['30715383'],IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-06-1142-46,21-003,JALAPA,MONJAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BARRIO LA REFORMA,['79247315'],IRIS VICTORIA TEO ORELLANA,YONY MANUEL GODOY MOLINA,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-06-1339-46,21-003,JALAPA,MONJAS,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,BARRIO LA REFORMA,['30715383'],IRIS VICTORIA TEO ORELLANA,JULIA ARACELY GUDIEL LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0063-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON ELENA,['57775944'],MARIA FERNANDA AGUILAR REYES,OBDULIO REYES HERNANDEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0081-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO TCNICO INDUSTRIAL ALBERT EINSTEIN,4A. AV. 1-61 ZONA 3 CANTON CALVARIO,['47966181'],MARIA FERNANDA AGUILAR REYES,JOSUE DAVID POLANCO MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0089-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2A. AVENIDA 7-06 ZONA 4,['55812698'],MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0095-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO SAN JOS,ALDEA SAN JOSE,['32486684'],MARIA FERNANDA AGUILAR REYES,SANDRA LILIANA MUNOZ LEMUS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0097-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3A. CALLE 6-04 ZONA 2 CANTÓN CALVARIO,['79242042'],IDALIA OLINA GONZALEZ REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,JALAPA
21-07-0098-46,21-019,JALAPA,MATAQUESCUINTLA,INSTITUTO TCNICO INSDUSTRIAL ALBERT EINSTEIN,"4A. AVENIDA 1-61 ZONA 3, CANTÓN CALVARIO",['47966181'],IDALIA OLINA GONZALEZ REYES,JOSUE DAVID POLANCO MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0110-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMTICA COMPUMASTER,2A. AV. 7-06 ZONA 4,['55812698'],MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JALAPA
21-07-0111-46,21-019,JALAPA,MATAQUESCUINTLA,COLEGIO LAUDE,5A. AV. 4-32 ZONA 3,['36087926'],IDALIA OLINA GONZALEZ REYES,ORFA EUNICE GONZALEZ GOMEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0119-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO DIVINO MAESTRO,3A. AVENIDA 1-44 ZONA 3,['79242216'],MARIA FERNANDA AGUILAR REYES,JUAN JOSE LOPEZ ALBIZURES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-0122-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO DIVINO MAESTRO,3A. AVENIDA 1-44 ZONA 3,['79242216'],MARIA FERNANDA AGUILAR REYES,JUAN JOSE LOPEZ ALBIZURES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0124-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3RA. CALLE 6-04 ZONA 2,['30640255'],MARIO LEONEL SANDOVAL MARTINEZ,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JALAPA
21-07-0126-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO SAN JOS,ALDEA SAN JOSÉ LA SIERRA,['51765114'],MARIA FERNANDA AGUILAR REYES,SANDRA LILIANA MUNOZ LEMUS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-0273-46,21-020,JALAPA,MATAQUESCUINTLA,INSTITUTO DIVERSIFICADO MUNICIPAL DE PERITO CONTADOR,"1RA. CALLE 1-19 ZONA 2, CANTON CALVARIO",['51959975'],MARIA FERNANDA AGUILAR REYES,LUIS OSWALDO DONIS DURAN,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,JALAPA
21-07-0933-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3A. CALLE 6-04 ZONA 2 CANTON CALVARIO,['79242042'],MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-1269-46,21-018,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER,2A. AVENIDA 7-06 ZONA 4,['55812698'],MARIO LEONEL SANDOVAL MARTINEZ,HENRY MANRIQUE REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JALAPA
21-07-1416-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO PARTICULAR MIXTO LA SAGRADA FAMILIA,3A. CALLE 6-04 ZONA 2 CANTON CALVARIO,['79242042'],MARIA FERNANDA AGUILAR REYES,AMILCAR PEREZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA
21-07-1463-46,21-020,JALAPA,MATAQUESCUINTLA,COLEGIO MIXTO DEL SAGRADO CORAZON,CANTON ELENA,['57701693'],MARIA FERNANDA AGUILAR REYES,HECTOR ADAN JUAREZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JALAPA
22-01-0014-46,22-013,JUTIAPA,JUTIAPA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",['784412410'],RONY ESMELTZER RAMOS QUINONEZ,MIRZA ELIZABETH ARAGON POLANCO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0017-46,22-003,JUTIAPA,JUTIAPA,COLEGIO TECNICO PROFESIONAL SAN CRISTOBAL,7A. CALLE 5-30 ZONA 1,['784415300'],REMBERTO RECINOS SARCENO,DELMY ASTRID MENDEZ POLANCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0019-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,"5A. CALLE 5-43, ZONA 1",['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0020-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1A. AVENIDA 4-64 ZONA 1,['784421570'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ISRAEL JOSUE VASQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0022-46,22-037,JUTIAPA,JUTIAPA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE MERCADOTECNIA Y PUBLICIDAD DE ORIENTE,5A. AV. 7-35 ZONA 1,['784415300'],SANDRA NINNETH BONILLA ARCHILA,JORGE MARIO AGUILAR RETANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0222-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO INTEGRAL EVOLUCION,7A. CALLE 8A. AVENIDA 7-49 ZONA 3 BARRIO EL CHAPARRON,['573131720'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MIGUEL ANGEL MARTINEZ DE LA VEGA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0254-46,22-001,JUTIAPA,JUTIAPA,LICEO CREZCO APRENDIENDO,"7A. CALLE ENTRE 6A. Y 7A. AVENIDA ZONA 3, BARRIO EL CHAPARRON",['784422630'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,CINDY VIOLETA MANSILLA ARROYO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0255-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO DE MAGISTERIO,1RA. AVENIDA 4-64 ZONA 1,['784421570'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,JORGE OMAR VASQUEZ LEON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0261-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EL PILAR,5TA. CALLE 5-09 ZONA 1,['784463970'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MANUEL ESTUARDO VALDEZ PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0262-46,22-001,JUTIAPA,JUTIAPA,LICEO JUTIAPA,4TA. CALLE 1-53 ZONA 1,['784410080'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ALVARO CISNEROS QUINONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0270-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,['784422770'],REMBERTO RECINOS SARCENO,INGRID CAROL JUAREZ DOMINGUEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0275-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNOLOGICO BILINGUE,9A. AVE. 7-59 ZONA 1,['784423380'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,OSIEL DIONICIO VIVAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0277-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO TECNOLOGICO DE COMPUTACION DE ORIENTE ITCO,"8VA. CALLE 4-42 ZONA 1, BARRIO LATINO",['582480450'],REMBERTO RECINOS SARCENO,JONATHAN GABRIEL AZMITIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0282-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO GENESIS,"8A. AVENIDA 7-33 ZONA 3, BARRIO EL CHAPARRON",['784461780'],REMBERTO RECINOS SARCENO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0295-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR.",['584362030'],RONY ESMELTZER RAMOS QUINONEZ,MARTA LUISA BONILLA GARCIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0298-46,22-005,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA,"ALDEA LOS ANONOS, CANTON VALENCIA",['477047400'],EDGAR ARNULFO GONZALEZ GUDIEL,FREDY ESTUARDO SICA CUYUCH,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
